SUBJ ID;EXPERIMENT;EV__epsilon;EUT__epsilon;EUT__gamma;SEM__epsilon;SEM__tau;SEU__delta;SEU__epsilon;SEU__gamma;SEU__tau;PT-Edit1__epsilon;PT-Edit1__gamma;PT-Edit1__sigma;PT-Edit1__tau;PT-Edit1__theta;PT-Edit2__epsilon;PT-Edit2__gamma;PT-Edit2__sigma;PT-Edit2__tau;PT-Edit2__theta;CPT-TK__epsilon;CPT-TK__gamma;CPT-TK__sigma;CPT-TK__tau;CPT-TK__theta;CPT-LBW__delta;CPT-LBW__epsilon;CPT-LBW__gamma;CPT-LBW__mu;CPT-LBW__sigma;CPT-LBW__tau;CPT-LBW__theta;CPT-Prelec__alpha;CPT-Prelec__beta;CPT-Prelec__epsilon;CPT-Prelec__gamma;CPT-Prelec__sigma;CPT-Prelec__tau;CPT-Prelec__theta;Dual-1__epsilon;Dual-2__epsilon;Regret-Bell__alpha;Regret-Bell__beta;Regret-Bell__epsilon;Regret-Bell__kappa;Regret-Bell__lambda;Regret-LS__alpha;Regret-LS__beta;Regret-LS__epsilon;Regret-LS__gamma;Regret-LS__kappa;Regret-LS__lambda;Salience__alpha;Salience__beta;Salience__epsilon;Salience__gamma;Salience__rho;Aspiration__alpha;Aspiration__beta;Aspiration__delta;Aspiration__epsilon;Aspiration__gamma;Below-mean Semivariance__epsilon;Below-mean Semivariance__kappa;Certainty Equivalence__epsilon;CoefVar__epsilon;CoefVar__kappa;DFT__epsilon;DFT__gamma;Distracted DFT__epsilon;Distracted DFT__gamma;Distracted DFT__mu;Disappointment-Bell__epsilon;Disappointment-Bell__nu;Disappointment-LS1__alpha;Disappointment-LS1__epsilon;Disappointment-LS1__kappa;Disappointment-LS2__alpha;Disappointment-LS2__epsilon;Disappointment-LS2__gamma;Disappointment-LS2__kappa;Disappointment-DC1__alpha;Disappointment-DC1__beta;Disappointment-DC1__epsilon;Disappointment-DC1__kappa;Disappointment-DC1__lambda;Disappointment-DC2__alpha;Disappointment-DC2__beta;Disappointment-DC2__epsilon;Disappointment-DC2__gamma;Disappointment-DC2__kappa;Disappointment-DC2__lambda;Dual System-M__epsilon;Dual System-M__gamma;Dual System-M__mu;Dual System-LOB__epsilon;Dual System-LOB__gamma;Dual System-LOB__kappa;Dual System-LOB__mu;Mean Alpha-target__alpha;Mean Alpha-target__delta;Mean Alpha-target__epsilon;Mean Alpha-target__kappa;Mean Below-target__delta;Mean Below-target__epsilon;Mean Below-target__kappa;Mean StdDev__epsilon;Mean StdDev__kappa;Mean Target Semivariance__delta;Mean Target Semivariance__epsilon;Mean Target Semivariance__kappa;Mean Variance__epsilon;Mean Variance__kappa;Noisy Retrieval__epsilon;Noisy Retrieval__gamma;Noisy Retrieval__mu;Subjective Expected Pleasure__alpha;Subjective Expected Pleasure__beta;Subjective Expected Pleasure__chi;Subjective Expected Pleasure__epsilon;Subjective Expected Pleasure__kappa;Subjective Expected Pleasure__lambda;Subjective Expected Pleasure__psi;Subjective Expected Pleasure__rho;Subjective Expected Pleasure__upsilon;Odds-based SWU__epsilon;Odds-based SWU__gamma;Odds-based SWU__tau;UWS__iota;UWS__mu;Variance Skewness__epsilon;Variance Skewness__nu;Variance Skewness__phi;Venture__beta;Venture__delta;Venture__epsilon;Venture__gamma;Venture__sigma;Venture__tau;Venture__theta;RAM__epsilon;RAM__gamma;RAM__tau;TAX__epsilon;TAX__gamma;TAX__kappa;TAX__tau;Heuristic BTA__omega;Heuristic CC__omega;Heuristic EP__omega;Heuristic RELM__kappa;Heuristic LL__omega;Heuristic LEPE__omega;Heuristic LPE__omega;Heuristic Minimax__omega;Heuristic Minimax Regret__omega;Heuristic ML__omega;Heuristic MPW__omega;Heuristic Priority__omega;Heuristic Similarity-Leland__alpha;Heuristic Similarity-Leland__beta;Heuristic Similarity-Leland__delta;Heuristic Similarity-Leland__gamma;Heuristic Similarity-Leland__omega
440;Pachur18_e2_gain;0;4.872E-27;0.375915695;0.009855516;1.30097E-15;0.999880134;990737.1694;8.24123E-07;2.45742E-07;2.06465E-05;0.978396818;746.1332191;0.473740134;1.17729E-11;0.000922643;0.940032741;10.71443138;0.001750323;0.886466236;0.019480267;0.869703986;3.123402177;0.008390275;0.38698488;0.000298978;1749.352585;0.385472755;1.74619E-06;215.1561902;2.55783E-36;0.220882368;1.387035275;1.97454E-15;0.69444208;0.340876553;4.368693713;0.001524492;0.238562647;0;0;0.210773601;0.041468266;4.86559E-18;1.125843641;1.599182663;0.093488483;0.035856931;1.06285E-17;0.079283022;1.525686709;0.242025027;6.0761134;0.114213055;0.208653576;0.189063691;3.001032807;745.1332191;5.723813151;0.45454538;0.002040445;1.45741E-19;4.23373E-07;745.133219;0.000257369;2.40618E-16;0.674315981;7.337168506;0.984089717;6.799513054;0.180474093;0.950646397;0.000182409;-38.57550017;1.256239233;4.4861E-05;745.1332191;267.5931151;0.149914535;0.324807665;6.3576E-230;57.19206374;5.404842076;1.16679E-14;5.1997E-115;745.1332191;69.87121111;70.94030088;5.68571E-17;0.016135986;5.9825E-05;2.6696E-05;999988.1058;6.80522E-07;1;0.631039255;0.000988101;745.133219;1;0.358403372;0.020872544;1.30477E-18;1.451637351;0.5;1.58584E-05;745.1332191;3.90242E-06;745.1332191;0.552444098;1.03241E-07;745.1332165;1.76383E-07;745.133219;999998.5696;9.32611E-07;0.999999368;4.90134E-23;7.68822E-42;2.02933E-23;8.28642E-08;3.56487E-29;8.46431E-36;3.878388096;739.5946214;0.155162311;999762.3461;8.16641E-07;2.43518E-07;3;1;3.40677E-06;-38.57550017;37.64590448;1.169910198;0.986038697;1.043726468;0.503445317;1.654722672;0.757900895;0.9424049;0.187837023;0.505235833;3.95105E-15;999851.4254;9.83493E-07;8.54522E-07;3.28871E-07;0.53846154;0.615384616;0.541666665;0;0.5;0.5;0.509803923;0.549019611;0.541666663;0.500000003;0.5;0.549019609;1.037201387;0.633465865;0.605645776;0.18836058;0.619047609
441;Pachur18_e2_gain;0;0.11030835;0.443898405;0.00777165;2.48833E-14;0.999432905;999960.0983;1.18236E-06;5.89307E-07;0.216979685;0.533373794;1;0.541461236;0.798649023;0.166385037;0.568584302;1.044896062;0.742499403;0.950402391;2.275258311;0.221657329;746.1332191;0.397156289;0.082204375;0.000199475;13224.48859;0.175522386;1.1063E-06;199.7181328;5.14596E-26;0.112942231;3.540123947;2.77078E-06;706352.303;1.35699E-06;34.47114715;0.798174025;2.16491E-40;0.000820904;0.001067202;3.583779856;4.47776E-13;6.91775E-11;631.8962276;5.9332E-05;206.2096807;8.62665E-05;1.91287E-43;0.009478549;7.91151E-23;2.50261E-35;23.80086495;0.163696962;0.896134182;0.074436945;13.24844773;745.1332191;745.1332191;0.383041456;0.001526191;9.78255E-20;3.05922E-07;745.1332173;0.004215484;8.65597E-16;4.958251448;26.11279737;1;32.31720075;1;0.847635911;0.000130338;-38.57550017;143.9098737;0.017127365;0;187.6109291;0.215900511;0.556366073;1.5468E-243;0.688542426;1.906077968;0.000114074;745.1332191;2.810075996;1.49123E-18;5.79054765;0.081518265;0.460108424;7.872341951;5.41923E-06;999974.3839;8.36839E-07;1;1.50808421;0.000654566;745.133117;1;9.0095E-23;0.388849179;0.002926292;745.1332191;0.534722222;1.51956E-05;745.1332191;3.80838E-06;745.1332191;0.044709263;6.73257E-19;0.737290005;9.97841E-08;745.1332175;999996.0221;1.47516E-06;0.999998489;3.27006E-40;3.141811761;5.40158E-25;2.58932E-08;4.78017E-57;43.19905127;5.840578716;5.24807E-12;1.65034E-05;999974.3463;1.182E-06;5.89286E-07;1;0.649504604;1.92741E-06;-38.57550017;38.4935492;0.877547224;0.468376654;0.146451355;0.208848685;1.130483426;0.693248172;0.484229713;0.306402343;0.471345139;0.156442469;999884.924;1.45688E-06;1.26174E-06;7.39799E-07;0.615384617;0.5;0.625000006;0.087623857;0.52941177;0.5;0.509803922;0.5;0.624999993;0.541666671;0.5;0.5;0.001813999;0.409149689;0.477035914;0.382526614;0.604166669
442;Pachur18_e2_gain;0.015995702;0.085261863;0.693328285;0.03969394;0.15153346;1;16.64224125;0.089616426;0.040633533;0.117507953;0.739398821;1;0.72887486;0.18928077;0.049265951;0.906433124;1;0.73923885;0.773170389;2.378742741;0.278747373;746.1332191;0.494047678;0.080806815;8.01418E-05;18335.37068;0.310595062;1.09765E-07;671.0823644;2.21715E-20;0.218458977;1.25988089;2.57762E-06;674320.9304;1.59364E-06;3.524992803;1;1.02083E-30;0;0;1.459364766;5.480902;2.80859E-06;745.1332184;2.5015E-06;223.9958388;9.40542E-20;3.66885E-49;0.012782741;7.27708E-24;3.18281E-23;1.10027E-13;0.115134163;1.164685279;6.61304E-15;1.17567E-15;745.133219;744.670463;0.478265105;0.001694071;1.85899E-20;0.016136746;0.000309145;0.036603513;4.72575E-16;1.540604432;40.87539102;1;999991.0104;2.17395E-06;0.999998004;0.006132044;4.148427103;2.014236368;0.03555143;0.029895771;2.498592458;0.265183145;0.606864618;0.028249308;0.421395199;0.715464309;0.003556523;745.1332191;160.0163437;19.65347363;21.40076425;0.000571877;6.92797E-05;42.51981949;12.65754799;776350.1342;1.77484E-06;1;1.875935459;0.050774462;10.25797973;0.999851672;1.54691E-20;0.498751602;0.003263256;745.1332191;1.47006E-17;0.015995704;18.90172389;0.015995702;5.89677E-16;0.683806465;0.015995702;4.13993E-18;0.0159957;2.73071E-17;40.35970646;0.050774451;0.953448875;3.805807301;1.83647E-53;0.562431532;0.001913929;4.41767E-05;1.97428E-44;1.014440928;745.1332191;77.46657384;16.64224059;0.089616427;0.040633532;18;0.617586248;0.012389105;0.007527011;0.880086149;0.249956447;0.648578052;2.471019043;0.833647781;2.032656047;0.730811867;0.760366537;0.021306804;0.977457704;2.84871E-16;16.64224089;0.089616426;4.61334E-16;0.040633531;0.846153845;0.5;0.749999997;0.184504851;0.588235296;0.58823529;0.607843144;0.5;0.750000002;0.624999998;0.5;0.5;0.009027592;0.138376009;1.0186E-09;0.9971114;0.666666666
443;Pachur18_e2_loss;0.067720261;0.92417575;0.483429475;0.067720261;1;1;0.924180194;0.483428789;1;0.924175766;0.483429494;1;1;0.002745328;0.104835887;0.923549426;1;1;0.508140586;3.677618263;7.80595E-17;1.065611592;1;3.66161E-14;0.583995907;4.605776179;2.25699E-27;2.09393E-17;22.18204755;1;9.53558E-14;0.864083578;1.67902E-15;3.620640591;0.131112885;1.392023497;1.04115E-14;1;0.022082862;0.010058765;1.087846796;25.68616516;6.37074E-05;745.1332191;7.59345E-54;42.02018965;1.128378383;0.001034282;0.475350621;2.94019E-48;745.133219;2.08171E-11;1.660807079;2.66270055;0.228145361;18.29252404;511.0574038;745.1332191;0.47826087;0.003832665;1.69218E-28;0.075873602;0.002731225;0.017173708;1.19099E-15;0.025900546;27.39951822;0.640809666;22.31671361;0.21839636;0.551997837;0.065234726;0.065689976;0.361522338;0.064132364;27.66328921;0.86395201;0.663577978;0.536041656;7.758721034;1.282440979;1.291312095;0.056106756;79.00776898;75.69141967;0.9058313;5.334231695;0.907332878;0.431338136;0.992989286;1.46215E-05;1.231492671;2.96687E-15;0.945009612;1.759768883;0.304558763;0.34764236;0.896780443;0.316051845;0.593809779;0.004118276;745.1332191;0.882352941;0.000143086;745.1332191;0.067720258;7.13586E-16;0.90656043;0.065150402;0.00185114;0.077480486;0.001903761;2.920162472;0.304558771;0.375748606;2.67936E-33;9.70543E-27;1.194281316;0.056127783;4.2621E-24;3.79154E-44;1.38318345;5.677964738;2.278377784;0.924175795;0.483429466;1;21;0.392501273;0.077480487;-0.001903761;-0.919501242;0.035309604;0.408148198;2.224883314;0.434991458;1.273013344;0.807250297;0.445267689;0.087738362;0.684333886;1;0.924175758;0.483429474;1.71638E-16;1;0.884615385;0.5;0.583333334;0.293516991;0.784313725;0.588235294;0.56862745;0.5;0.583333336;0.708333329;0.5;0.5;0.151956521;2.920876493;0.685880517;0.378108189;0.847826086
444;Pachur18_e2_loss;0.017314556;0.085948493;0.696948544;0.026795216;3.48868E-14;1;10.76064903;0.097431994;0.030993583;0.088090733;0.702687764;1;0.946121365;0.951034225;0.018405858;1;1;0.933327323;0.999946142;1.699566959;0.248192918;746.1332191;0.771294451;0.070283406;1;2.719277886;0.251092385;0.150768327;1;1.46717E-16;0.509389876;1.619959201;5.63618E-15;1.200423433;0.30479267;1;0.223081785;1;0;1.38778E-17;1.305740203;1.305732145;3.52113E-06;745.1332184;745.1332185;1.3745551;1.374556261;1.87153E-05;0.702173405;745.133219;744.8324545;58.82523608;590.0329937;0.704869427;0.37371384;411.8586743;745.1332191;745.1332191;0.587242585;0.002907098;2.23306E-16;0.017314555;2.25535E-17;0.032522759;2.94395E-19;2.766910729;46.59087216;1;21.65039491;0.415237435;0.653976638;0.001866451;38.57550017;143.9263449;0.056121778;0;176.8007241;0.152593991;0.788489491;0;0.253333275;81.99200726;0.004635492;593.8765403;1.3909E-182;1.104883114;1.344000877;0.000501404;1;745.1332191;207.3360988;417384.2477;2.68892E-06;0.999999992;1.187785458;0.137190623;3.546631916;0.998663879;3.25008E-58;0.593983556;0.005579184;745.1332191;0.594523732;0.017314556;1.67849E-15;0.017314556;6.18019E-16;1.50962E-09;0.017314556;0.291995813;0.017314555;9.97901E-18;9.60743148;0.137190634;0.8757822;9.84836E-29;1.01617E-09;0.159015656;0.005322643;1.88774E-31;3.59056E-32;3.14637E-22;745.1332191;8.41672E-20;10.76065197;0.097431975;0.030993578;26;0.622849405;0.006727887;0.043238749;-3.01231774;0.6256934;0.137500548;1.15347709;0.418401872;2.255819002;0.101994978;0.384474631;1.33776E-16;0.232108073;0.101914309;10.76065498;0.097431954;4.01416E-17;0.030993568;0.96153846;0.5;0.687500002;0.179707118;0.68627451;0.686274504;0.705882353;0.5;0.687500002;0.6875;0.5;0.5;0.144779811;0.586253933;0.705413781;0.379279736;0.695652168
445;Pachur18_e2_loss;0;1.12364E-17;0.097291937;0.02207055;4.89911E-16;0.999650762;999967.7459;1.6534E-06;3.40309E-07;2.37563E-17;0.038917535;2.399460763;0.302933943;0.977522258;1.96725E-17;0.334203657;1.021685054;0.102556448;0.960705997;2.387906591;0.279809364;746.1332191;0.528302117;0.082416785;0.85321664;999994.4288;1.37417E-06;0.010464664;44.45578899;3.24351E-07;2.2378E-18;0.012062861;2.66165E-06;503928.2003;1.95257E-06;1.012133009;1;8.65888E-22;0;3.46945E-18;0.425426652;1.121682092;2.54014E-19;0.430491028;1.625574241;1.12532E-83;128.3364206;2.72462E-45;0.023472264;3.23167E-45;28.44077645;0.015109617;12.88019662;1.178249469;1.06743E-14;41.20798274;745.1332191;745.1332191;0.635529591;0.001504188;6.47532E-32;0;0.024964744;0.010670712;1.80554E-16;1.340244914;28.56401593;1;44.01532644;1;1;0.000827744;38.57550017;2.76280202;3.42979E-08;745.1332095;2.762950341;1.47916E-06;1;17.2650086;0.288060881;0.724012394;0.004132322;745.1332191;69.0450248;26.0320119;45.50592885;3.08155E-05;3.04367E-06;14.04880948;1.92867E-05;999990.5492;1.45655E-06;1;0.871962933;0.001381327;745.1332189;1;0.607983557;0.839261231;5.42036E-15;6.750835175;0.000336736;2.37508E-18;0.88596145;1.65383E-19;0.246048076;0.004244428;4.13888E-18;0.509998917;2.91381E-20;0.319175023;999995.4076;1.80304E-06;0.99999913;3.854023277;1.56041E-13;6.79636E-13;0.005343882;6.22929E-06;2.11504E-11;8.44937E-27;745.1332191;3.40185E-40;999979.6679;1.6531E-06;3.40306E-07;49;0.867061666;4.0514E-06;38.57550017;36.83244232;1.993136015;0.352790556;0.399066831;0.884295212;1.352061579;0.595747416;0.836093358;0.024179998;0.839618868;5.04306E-15;999985.8827;1.65308E-06;2.16946E-26;3.40297E-07;0.846153846;0.5;0.687499997;0.056221605;0.568627451;0.607843141;0.588235291;0.5;0.687499995;0.520833332;0.5;0.5;0.024570431;0.360707486;0.071628133;0.921862783;0.583333335
446;Pachur18_e2_loss;0.003344049;0.005171246;0.915412328;0.039984502;1.60919E-14;1;6.673516441;0.145361067;0.028973798;0.021455478;1;1;0.583506723;0.2506448;0.021455473;1;1;0.583506852;0.999999855;1.092128847;0.373025477;746.1332191;0.390333114;0.075034902;0.99999998;420831.094;2.61523E-06;0.833699185;1.099732995;5.11197E-19;5.56652E-07;3.926278862;5.04173E-07;592900.7296;1.00036E-06;50.71782127;0.998502844;2.45825E-10;0;0;13.50807299;4.256277478;3.24484E-12;1.2214E-18;734.4699223;8.673804594;5.16649E-10;3.18709E-12;1;1.64303E-07;6.54613E-21;0.069025295;0.04884329;0.046519592;0.762446148;0.041152234;745.1332191;745.1332191;0.589897821;0.001312067;4.84825E-13;0.005316926;0.013434498;0.033848857;4.93998E-16;0.455545204;33.8570927;1;46.06054691;1;0.769788355;0.000566503;38.57550017;6.946527868;0.024217462;1.15297E-12;9.464908821;1.447580337;0.147417199;0.000435903;3.02977E-35;44.05591375;0.004708807;672.8842307;1.02145E-96;21.70616913;48.66233372;0.000156814;3.23756E-05;4.648519873;3.55527E-08;3.860749493;0.189924662;1;0.892709148;0.02589491;35.40535802;0.995309104;4.07829E-16;0.593753829;0.002525519;745.1332191;1;0.001358405;1.461746258;0.003344049;1.29277E-15;6.56949E-09;0.003344048;0.444600038;0.003344047;3.25684E-16;63.95792033;0.025894872;0.983724095;5.243099881;0.343025446;1.26332E-55;0.001131645;7.8095E-08;3.80865E-78;11.44206845;9.09941E-29;3.17517E-22;6.673514578;0.145361091;0.028973803;13;0.740885967;0.001469688;0.033272657;0.660854426;0.300690313;0.02075302;0.553588827;0.276398734;1.672509457;0.622027307;0.344654109;0.028108048;1;3.91471E-15;6.673514048;0.1453611;7.61066E-17;0.028973805;0.76923077;0.692307692;0.708333338;0.12060923;0.568627455;0.568627444;0.66666667;0.5;0.708333334;0.625000008;0.5;0.5;3.389990248;7.888505045;0.249624552;0.897429881;0.642857138
447;Pachur18_e2_loss;0;0.009369786;0.457910432;0.00952445;3.02625E-14;0.921264676;999961.0097;1.01806E-06;4.19781E-07;0.471028765;0.2820882;1;0.357173804;0.995344374;0.375843716;0.23256689;1.35176879;0.586803436;0.215178209;378.3897464;0.098173479;746.1332191;0.105960009;0.054097197;0.99069031;999962.4773;1.81061E-06;0.012589187;40.02864282;2.64649E-14;8.76763E-07;0.001191102;2.10619E-06;999890.5134;1.10169E-06;1.001191556;0.758169096;3.74933E-15;0;0;1.65671E-11;4.512352377;2.93359E-10;4.04815E-08;7.757066748;472.5044373;87.9408572;3.69684E-22;0.025286545;1.0032E-143;1.51477E-08;9.83034E-14;0.214059004;0.03943942;0.710659467;3.10471E-15;17.94627759;1.638603758;0.169217127;0.070646484;0.540647579;5.45414E-09;745.1330657;0.003776364;3.68203E-15;8.566349082;2.05998E-17;0.074940968;999718.536;4.61066E-07;0.999999788;8.88791E-05;-38.57550017;2.691157434;0.000309377;0.067399205;3.122917346;0.124107164;0.505494529;0.019231627;84.88781639;3.28632E-14;0.002337586;1.0222E-185;707.5351007;104.6091275;8.01135E-52;0.012831578;0.61557364;5.8097E-153;164.5655315;999988.9226;7.36894E-07;1;0.854303908;0.000848046;745.1331468;1;0.285875499;0.843711101;8.61645E-18;0.271646545;0.949708334;7.25208E-19;2.127798796;1.36843E-06;745.1332189;0.013220053;1.91224E-18;0.150588978;1.71656E-27;0.005853505;999990.4987;1.08327E-06;0.999999144;1.23347E-23;3.086359835;18.23200559;0.002723215;2.39383E-21;0.000963095;4.49676E-18;5.99226E-38;745.1325591;999928.9827;9.76374E-07;4.19086E-07;2;1;1.64183E-06;38.57550017;34.47153524;0.2482935;0.260346254;0.122831386;0.070310679;1.62027933;0.068259609;0.969351106;1.232428546;0.252261064;0.085537166;999992.382;1.80207E-06;3.61178E-06;8.61776E-07;0.5;0.538461528;0.541666671;0;0.5;0.5;0.5;0.568627453;0.541666666;0.5;0.5;0.568627457;1.005733422;0.593372151;0.50142125;0.408627854;0.608695655
448;Pachur18_e2_loss;0.043735308;0.12778081;0.773860558;0.049573037;0.645959895;1;3.0405977;0.242417441;0.15268873;0.15349342;0.757763393;1;0.850714329;0.132650138;0.096226031;0.872729609;1;0.911600691;7.89966E-28;0.731016273;0.462283921;7.276757761;0.894868974;0.20860128;1.40751E-05;37566.38158;0.513786345;1.10147E-07;127.7689432;1.40964E-10;0.412741342;20.655863;13.88355201;997552.4655;0.404686718;746.1332191;6.49208E-32;0.02156997;0.000885193;0;0.972702509;0.972699654;6.5289E-05;7.08690209;745.1332107;1.010259982;1.01036035;0.00016493;0.774152717;745.1331719;0.080154501;4.69345E-14;1.60298706;0.408403022;0.52286219;9.44875E-13;745.1332191;745.1332191;0.480779589;0.001861473;2.12297E-09;0.04373531;1.69345E-18;0.03723135;1.3812E-15;8.523292141;44.18874327;1;16.6058707;0.295907969;0.672573653;0.033706393;0.688111843;1.242953387;0.04855589;0.595991461;1.000654954;0.215096217;0.697189479;745.1332171;1.291304654;1.296346572;0.030579085;71.00261915;69.11653042;1.541432988;1.549945541;0.116667201;0.729900945;19.38493895;18.70491298;975218.8741;8.16396E-07;0.999999966;0.807747603;0.207926646;2.869392041;0.849743763;3.7312E-24;0.4799381;0.003633775;745.1332191;0.792783105;0.04373531;5.27501E-15;0.043735308;6.55528E-16;7.9876E-10;0.043735309;1.036441362;0.04373531;7.29182E-18;5.094981308;0.207926642;0.773109428;1.59076E-13;0.702461111;1.29019094;0.003850264;2.56774E-34;58.74952313;1.343351233;56.82218602;42.82601624;3.040598301;0.242417413;0.152688712;24;0.489312835;0.039109975;0.002630269;-1.112221599;3.379743065;0.92455678;0.904185687;0.978033747;2.617788317;0.100784774;0.680974359;0.026668984;0.788490418;0.214581365;3.040597856;0.242417436;6.68593E-18;0.152688727;0.76923077;0.5;0.645833333;0.239627235;0.627450984;0.588235298;0.607843137;0.5;0.645833336;0.729166668;0.520000003;0.5;0.287622627;0.178470099;0.187468398;0.488716608;0.739130435
449;Pachur18_e2_loss;0;9.97466E-18;0.548702108;0.011523954;1.10656E-14;0.983295944;999910.7251;8.8349E-07;1.28074E-07;0.009150683;1;1.06832423;3.3332E-15;0.039418342;0.001800176;1;6.378940434;0.675977084;0.044768791;0.876500859;0.347125244;746.1332191;0.490226506;0.085827434;0.596188797;999539.6476;1.26291E-06;0.029667934;12.96312074;6.13772E-13;2.21931E-07;1.794709785;1.31172E-06;546956.7173;1.13759E-06;6.01772476;1;5.03762E-16;0.005461142;0.005334413;1.90498E-22;3.328596424;4.69801E-10;3.6865E-20;745.1330796;3.67032E-32;13.01195126;1.22482E-07;0.170181968;8.02449E-42;0.479016278;5.60152E-14;2.98645E-16;0.317981914;2.85571E-15;3.73889E-14;745.1332191;745.1332191;0.370722517;0.000916757;3.55465E-15;0.000666308;0.43884975;0.003817893;9.46964E-16;0.039847291;15.28014237;1;21.88546191;1;1;0.000239718;-38.57550017;2.86846297;6.86389E-09;745.1326408;3.242681044;0.019383752;0.71429891;0.002576019;0.10173076;0.597966389;0.007452561;745.1332191;85.30944483;26.37992625;30.44190574;0.000313685;1.06638E-05;3.250479646;0.194582636;999973.7611;8.05516E-07;1;0.577250332;0.001197226;745.1331672;1;5.03686E-14;0.369780881;0.001763538;745.1332191;0.720588235;2.85595E-05;745.1332191;5.31429E-06;745.1332191;0.857536885;8.29315E-08;745.1332157;1.53635E-07;745.1332189;999989.3468;1.03399E-06;0.999999424;7.57845E-58;1.78084E-50;1.64245E-32;0.005588094;2.4176E-40;5.69059E-35;1.050038047;745.1332191;7.068135948;999769.8675;8.76164E-07;1.28078E-07;1;0.830742901;2.96767E-06;-38.57550017;-31.96027843;0.068387276;0.95443504;1.097715429;0.432702434;1.255430753;0.860991759;0.945773169;0.14293766;0.587530897;8.50976E-14;999817.8332;9.43144E-07;3.46872E-07;1.60958E-07;0.576923074;0.538461538;0.583333333;0.042314277;0.5;0.509803919;0.5;0.529411765;0.583333338;0.5;0.5;0.529411757;0.464231996;5.677429114;0.080279442;0.198406976;0.600000005
450;Pachur18_e2_loss;0.018137954;0.286437947;0.51823441;0.020150421;0.677792656;0.995146039;999986.001;1.73152E-06;1.26106E-06;0.41305786;0.554531621;1.053322132;0.64970121;0.822100238;0.289725409;0.64253452;1;0.910498559;0.287113088;0.261907044;0.668409836;1.05800937;0.510958716;1;0.721743599;1.552741022;0.496552331;1;1.026013201;1.31897E-15;1;0.828637148;2.7681E-56;0.949909614;0.426131722;2.114479872;4.48091E-44;1;0.026629756;0.019778857;0.808853881;24.13089405;5.76426E-05;745.1332191;1.19151E-50;46.44575374;1.668297472;9.58198E-05;0.474488152;6.94693E-53;745.1332188;3.4801E-14;0.122409318;1.411769326;8.25137E-16;4.17009E-15;745.1332191;745.1332191;0.37822497;0.00173417;8.4441E-23;0.032170818;0.014117739;0.016358389;1.38752E-15;0.046679758;44.55382591;1;51.98594526;1;0.451212744;0.026282269;-0.680133419;143.9146103;0.057446844;0;184.1511944;0.41173027;0.607283911;8.2624E-257;1.110091226;1.117545;0.019047751;223.6687973;216.3993593;1.756557686;1.771900046;0.235698388;0.544905024;16.32588027;15.66958691;999981.7507;9.05411E-07;0.999999993;3.023274048;0.000514007;745.1332191;1;0.070241399;0.428609736;0.003225622;745.1332191;0.701149425;6.48735E-05;745.133219;0.025062123;0.300128201;0.801132524;0.015249588;0.008644697;0.027264772;0.007439062;999991.0398;2.32127E-06;0.999996972;6.88702E-37;0.268464569;0.91855908;0.002160845;1.86345E-35;745.1332191;1.377621275;74.80612022;9.782590912;999996.4767;1.72729E-06;1.26103E-06;17;0.575876869;0.02726477;-0.007439062;-0.058856351;1.562177883;0.80415514;2.042887849;0.39759096;1.010184184;0.292941077;0.870119205;0.171662416;0.6314124;0.677127916;999975.4;1.87321E-06;6.101E-07;1.35466E-06;0.692307694;0.615384607;0.624999998;0.197703569;0.568627453;0.5;0.588235298;0.5;0.625000003;0.666666662;0.560000001;0.5;0.127987873;3.08251213;0.211447184;0.698123203;0.687499997
