"","Aspiration__alpha","Aspiration__beta","Aspiration__delta","Aspiration__epsilon","Aspiration__gamma","Below.mean.Semivariance__epsilon","Below.mean.Semivariance__kappa","Certainty.Equivalence__epsilon","CoefVar__epsilon","CoefVar__kappa","CPT.LBW__delta","CPT.LBW__epsilon","CPT.LBW__gamma","CPT.LBW__tau","CPT.Prelec__beta","CPT.Prelec__epsilon","CPT.Prelec__gamma","CPT.Prelec__tau","CPT.TK__epsilon","CPT.TK__gamma","CPT.TK__tau","DFT__epsilon","DFT__gamma","Disappointment.Bell__epsilon","Disappointment.Bell__nu","Disappointment.DC1__alpha","Disappointment.DC1__beta","Disappointment.DC1__epsilon","Disappointment.DC1__kappa","Disappointment.DC1__lambda","Disappointment.DC2__alpha","Disappointment.DC2__beta","Disappointment.DC2__epsilon","Disappointment.DC2__gamma","Disappointment.DC2__kappa","Disappointment.DC2__lambda","Disappointment.LS1__alpha","Disappointment.LS1__epsilon","Disappointment.LS1__kappa","Disappointment.LS2__alpha","Disappointment.LS2__epsilon","Disappointment.LS2__gamma","Disappointment.LS2__kappa","Distracted.DFT__epsilon","Distracted.DFT__gamma","Distracted.DFT__mu","Dual.1__epsilon","Dual.2__epsilon","Dual.System.LOB__epsilon","Dual.System.LOB__gamma","Dual.System.LOB__kappa","Dual.System.LOB__mu","Dual.System.M__epsilon","Dual.System.M__gamma","Dual.System.M__mu","EUT__epsilon","EUT__gamma","EV__epsilon","Heuristic.BTA__omega","Heuristic.CC__omega","Heuristic.EP__omega","Heuristic.LEPE__omega","Heuristic.LL__omega","Heuristic.LPE__omega","Heuristic.Minimax.Regret__omega","Heuristic.Minimax__omega","Heuristic.ML__omega","Heuristic.MPW__omega","Heuristic.Priority__omega","Heuristic.RELM__kappa","Heuristic.Similarity.Leland__alpha","Heuristic.Similarity.Leland__beta","Heuristic.Similarity.Leland__delta","Heuristic.Similarity.Leland__gamma","Heuristic.Similarity.Leland__omega","Mean.Alpha.target__alpha","Mean.Alpha.target__delta","Mean.Alpha.target__epsilon","Mean.Alpha.target__kappa","Mean.Below.target__delta","Mean.Below.target__epsilon","Mean.Below.target__kappa","Mean.StdDev__epsilon","Mean.StdDev__kappa","Mean.Target.Semivariance__delta","Mean.Target.Semivariance__epsilon","Mean.Target.Semivariance__kappa","Mean.Variance__epsilon","Mean.Variance__kappa","Noisy.Retrieval__epsilon","Noisy.Retrieval__gamma","Noisy.Retrieval__mu","Odds.based.SWU__epsilon","Odds.based.SWU__gamma","Odds.based.SWU__tau","PT.Edit1__epsilon","PT.Edit1__gamma","PT.Edit1__tau","PT.Edit2__epsilon","PT.Edit2__gamma","PT.Edit2__tau","RAM__epsilon","RAM__gamma","RAM__tau","Regret.Bell__alpha","Regret.Bell__beta","Regret.Bell__epsilon","Regret.Bell__kappa","Regret.Bell__lambda","Regret.LS__alpha","Regret.LS__beta","Regret.LS__epsilon","Regret.LS__gamma","Regret.LS__kappa","Regret.LS__lambda","Salience__alpha","Salience__beta","Salience__epsilon","Salience__gamma","SEM__epsilon","SEM__tau","SEU__delta","SEU__epsilon","SEU__gamma","SEU__tau","Subjective.Expected.Pleasure__alpha","Subjective.Expected.Pleasure__beta","Subjective.Expected.Pleasure__chi","Subjective.Expected.Pleasure__epsilon","Subjective.Expected.Pleasure__kappa","Subjective.Expected.Pleasure__lambda","Subjective.Expected.Pleasure__psi","Subjective.Expected.Pleasure__rho","Subjective.Expected.Pleasure__upsilon","TAX__epsilon","TAX__gamma","TAX__kappa","TAX__tau","UWS__iota","UWS__mu","Variance.Skewness__epsilon","Variance.Skewness__nu","Variance.Skewness__phi","Venture__beta","Venture__epsilon","Venture__gamma","Venture__tau"
"Aspiration__alpha",1,0.884930089688483,0.147436316581302,-0.0196715660606587,-0.399665451380353,-0.0172135914643959,0.222435632176271,-0.0763764068565914,-0.0217806979539917,-0.234320769942403,-0.221000985260027,0.235554683704929,-0.221813466321868,-0.517125364920618,0.0543570935327613,0.161683847531303,-0.19462412853811,-0.238228874349932,0.0766624504727985,-0.16702726799971,-0.231378972483808,-0.0187574095272421,0.326529456654396,-0.0311214492487243,0.191298850990633,0.0126231615629981,0.105276425854965,-0.0234525559260104,0.311351195796921,0.0396857251432808,-0.0382030548808564,0.0393023072446692,-0.0246842311206516,-0.0996386416443942,0.0636207031816539,-0.0222451751498629,0.280312922578248,-0.0355572821445211,-0.0165450119761776,0.131571833272207,-0.0287718576782289,0.075296736524998,-0.118922949858537,0.349053426521128,-0.0301398219962542,0.473493316332701,-0.234994034661416,-0.0656642897185425,-0.0231440681056349,-0.237783062454834,0.475263520166255,0.474110543143176,0.511245438496518,0.0096732653124834,0.140217935772448,-0.0280807679049883,0.0638727379302206,-0.0916986986389827,0.261633939824416,-0.14435068747322,0.301326925535387,-0.0461470728744747,-0.114330133951794,0.17007894653219,0.301326922099008,-0.270417128887121,-0.155806141259707,-0.397131898348354,-0.284392468055393,-0.131653941477452,-0.0189409622834232,-0.00751645029381367,0.0136822100175614,-0.041896291851761,-0.482665388508104,-0.0695402200132344,0.199565315953045,-0.0169150381222022,0.565764474712763,0.263153095197491,-0.0185963853406417,0.216192723674426,-0.0334364290709062,0.21031880287056,-0.0758619582456343,-0.016683750540378,0.116721057028096,-0.017873168834165,0.261226889683648,0.449631001112607,-0.233096364469585,0.565902649474614,0.430937231224649,-0.231640230960923,-0.526433179206781,-0.0234729380634534,0.118451721198535,-0.0916612783019566,-0.0166430964430616,0.166250931435253,-0.0930590766565354,-0.0458826353047575,-0.0347040867386877,-0.381566709136998,0.0184115396737824,-0.00965047869124985,-0.0203738978046214,-0.129657280300232,-0.00509801856194568,-0.0238036106513392,0.0969480700276041,-0.0165581675863592,-0.0487692870988456,-0.0423035893875356,0.0931502985472197,-0.0305927349469761,0.18904873163173,-0.0477444040474297,-0.249047781419247,-0.100338242380012,-0.456065137569374,0.0651033846735105,0.377910711682576,-0.256829440739688,-0.500624829796507,0.0456596466658978,0.00633909741307299,0.0619980967808239,-0.0188818264876149,-0.100661181554142,0.00269213176113165,0.0107778988573314,0.339856575076995,0.0487787017731677,0.439529446944795,-0.22704570341892,0.0112841612021668,-0.512404272866094,0.100931038249362,0.267669425291071,-0.0186592476693743,-0.0464099611932089,-0.0964075559378598,-0.00866675996289214,-0.0306432856037281,-0.1399357101497,0.165487377350629
"Aspiration__beta",0.884930089688483,1,0.161614369850258,-0.0187696490725973,-0.424915757983923,-0.0163142329929555,0.162715677429785,-0.0608225518565577,-0.0208041296117089,-0.236314731876422,-0.19956497797384,0.208597390758582,-0.214365918463773,-0.511973447407413,0.0803510824041426,0.130995523931414,-0.161208699851855,-0.216775903613076,0.0409190669250493,-0.158565044020708,-0.214662775087258,-0.0244927568719835,0.318059314302015,-0.0298879067292316,0.182636199025784,-0.00321297528146813,0.132465774280432,-0.0227160568654282,0.321030890462749,0.0324519569564942,-0.0446368442429403,0.0364456330143535,-0.0255140044889883,-0.0627120375635574,0.0744588427747709,-0.00800261725449953,0.292239925691802,-0.0335996694074486,-0.00997742878386881,0.160028211289198,-0.0274251264473355,0.0427457631620439,-0.109972212313454,0.368731488128306,-0.0282662201375196,0.469364848321245,-0.2370118686205,-0.0674668847237273,-0.0222112785717519,-0.224228157163869,0.479930608012542,0.478946047486065,0.515340281714843,0.0224515916087942,0.166925575220088,-0.0266019445544803,0.0936757118748442,-0.0882214111804282,0.271468696162687,-0.11910348423585,0.323197904531592,-0.0914328346649536,-0.116328088405464,0.183354616669582,0.323197901215187,-0.27603392350044,-0.174791652617346,-0.407161365142871,-0.295188631890684,-0.143622539997737,-0.0037582509766275,-0.00433847996211046,0.0163928577681484,-0.0787260522316696,-0.483443560871018,-0.0442934081382726,0.205390333890766,-0.0160274446771902,0.608297460937124,0.270665273788043,-0.0176515302849749,0.230531863334612,-0.0330062431635213,0.192214634589295,-0.0588011227237974,-0.0157771665160211,0.10328587914487,-0.0169372901685438,0.244537522032396,0.438422806682013,-0.221636289122897,0.575475659564605,0.420939715493155,-0.219378473880724,-0.534752958616407,-0.0221800706116824,0.141370844041141,-0.0877573817544756,-0.0158650956413353,0.189908350813383,-0.0656883128825062,-0.0631350349791696,-0.0345200671817588,-0.382796329562153,0.0547042133612174,-0.00319012800805878,-0.019452920326957,-0.123661693792696,0.0372364918234697,-0.0123109937456736,0.0874889651140697,-0.0157940954325648,-0.042909517671018,-0.00533310450843882,0.0965246004621427,-0.041488838677187,0.199869282715357,-0.0455775867511397,-0.22854884879107,-0.0854795351802458,-0.470056325414814,0.0641931804391462,0.367766302071943,-0.246923317147799,-0.50883397509982,0.0556589711341642,0.028627425231271,0.0591956567207041,-0.0182344487404984,-0.0936734667882632,0.034703559562049,0.0391594134632167,0.354943032976655,0.0308089746043955,0.420649611770914,-0.209694860902696,0.0188406244230746,-0.515840317325667,0.112963380550697,0.29263617053013,-0.0180987879679379,-0.0609504918766355,-0.128480168348291,-0.00599591614168977,-0.0291033737577241,-0.120804021324397,0.180139690828023
"Aspiration__delta",0.147436316581302,0.161614369850258,1,-0.022921969811404,-0.0972302828758657,-0.0505475773131481,-0.0816036449029216,0.159833430198911,-0.0496089131423052,-0.0918263151762824,0.262302788595336,0.0387177205378841,0.0166310312635008,-0.149678772853581,-0.0828356516113717,-0.0144624692808462,-0.0238827966500224,0.0183023215860347,-0.0313991544520672,-0.00576072243150435,0.30117354801315,-0.00338569686430223,0.312239505928677,-0.059232801830743,0.205892072092054,0.0100782504606024,0.0989885810559667,0.0454627520766899,0.116960332707687,0.0291503350027806,0.0278942109539442,0.0917937895221286,0.0202943517736206,-0.0195260478654641,0.0383140128197924,0.0504066855647979,0.0453749403621174,-0.0378685502872511,-0.0177394806912686,0.115291707822648,-0.000914703146366718,0.279385867536077,-0.100348391479102,0.025336498854721,0.175643890617068,0.0873476190496928,-0.129924088143521,0.0526715171080019,-0.0369425876392207,0.228472983563479,0.0110777407966169,0.0760758979429415,0.0169003991717962,0.270145339839001,-0.226119111170361,-0.0611019115180544,0.299170517781866,-0.0237287494539201,0.22866393034552,-0.048413998241262,0.236289023219194,0.391397988567145,0.0173419591381541,0.472975661210749,0.23628902283394,-0.297437428120063,0.133107125326294,-0.0107697966014732,-0.275412957384962,0.073558875311353,-0.0657528807839554,0.0830259356082581,-0.013734059428261,0.308276165660627,-0.173875471123528,0.0119072129552326,0.413320858021578,-0.0503933754622713,0.248728191142958,0.172252045584681,-0.0499332150740587,-0.0554016399060358,0.00662702495197752,-0.0978539296455301,-0.211352532015782,-0.0503937469900132,-0.086136021420752,-0.0508775562768432,-0.0768144707960373,0.0297625318195218,0.221524481054652,0.0557483859510301,0.0319561651878846,0.238276484259782,-0.00660725249970832,-0.066984442647034,0.204843031787127,0.369856539610521,-0.044275923625239,0.196930202616928,0.307605148310423,0.00191523006794711,0.143826320297773,-0.0213771345323694,0.0691460167612999,0.0997520241260041,-0.0461252235717794,0.0213806628137193,-0.0252121159528246,-0.061736088234179,0.0122477834047945,-0.0312752385453774,0.253906006824876,-0.04095299162667,-0.0364557235372715,0.0776381654709772,0.134610436682051,-0.0777409277201671,0.00388453355307844,0.0119626160005472,-0.0824338839005128,0.098217800894309,0.0122083653882386,0.207623689279104,-0.033589268099336,0.0323096485812861,0.0271982877465473,0.00674942856308248,0.0303682936613974,0.0230280533709838,-0.00668992292932657,0.0627473979854604,0.0716339564547646,-0.0117156798812903,0.0386621513146021,0.17878187070788,-0.0747492985179237,0.013047263942224,0.11948543509921,-0.0916878561535134,-0.049529281555497,0.0697470423935691,-0.0261916210372028,-0.0205503261202871,-0.0667911197009306,0.0662950900513825,-0.135986077380643
"Aspiration__epsilon",-0.0196715660606587,-0.0187696490725973,-0.022921969811404,1,-0.0533102153152068,-0.00159844716777413,-0.00826828919079131,0.0359628816814103,-0.00149458837311595,0.0771586960700027,-0.0134541380047078,-0.0118062670213074,-0.0497872898218554,-0.0243399949388215,-0.0040126998314462,-0.0195138295905293,-0.0296590766991641,-0.0412392123692673,-0.00466914409351874,-0.0423451571920844,-0.0393687603168467,-0.00488322450028544,-0.067371239288028,-0.00240164589345084,-0.00432253302571707,-0.0149862496232444,-0.00767264559505061,-0.00223243974672712,-0.0210519974412048,-0.0240632593835221,-0.0112576509856479,-0.00646463101222909,-0.00250618876109059,-0.0243926602652119,-0.026134917894153,-0.0245557815493553,-0.00959518036227472,-0.000888829185281309,0.0491872236736599,-0.0129038591910328,0.316075554259003,-0.0678011725487687,0.0448327250874776,-0.0135219242401171,-0.0456265085220368,0.0187835670966721,0.0171288631230362,0.000207819192315734,0.856634965133922,-0.0470145351051023,0.0527480510701364,-0.0135827867576017,0.0976307393983988,-0.0205937813524143,0.0253886496906287,0.637082150089232,-0.0766402181711022,-0.0015740386571087,0.0659875972640046,0.0936521253095647,0.0549701555089507,-0.041659969145738,-0.0344749006547019,-0.026711815435252,0.0549701536755884,0.0352886396742465,-0.0344380739843448,-0.00189353465727049,0.0440726433136959,-0.00634941437630661,-0.0303648533071866,-0.00266337278189215,0.0363382672181335,-0.0346961608301552,0.0253280340507816,-0.00940007044601312,-0.0224849123331625,-0.00161213849797999,-0.0283516105991695,-0.0323138578298912,-0.00148356647102618,0.012283907182064,-0.00167054154929752,-0.00965613821281657,-0.0103103044600062,-0.00163121561857405,-0.00792469159377765,-0.00157968936802364,-0.00936590835748234,0.110282409604369,-0.0468406306297499,0.0186296230733824,0.110273602493106,-0.0487955562385194,-0.0312996733054834,-0.00226506202425566,-0.0523620863741081,-0.0521693991957174,-0.00164151332968105,-0.0136686072626221,-0.0758794203425306,-0.00652414841092726,-0.0459763657997963,-0.0357007923663817,0.132635139695593,-0.00298086969032847,0.000158627120282283,-0.0489346818450862,-0.039189727200086,-0.0123028646561415,-0.00892621864360012,-0.00143523142707406,-0.0514622989480712,0.0487151892812621,-0.0265070509041422,-0.0092897060886901,-0.00870303819392667,0.356313371998371,-0.0464452651309571,0.00814434148885598,-0.0520745180893719,0.0300360334264455,0.0990578545328197,-0.0513559117696427,-0.0305785217825034,-0.0131547991502315,-0.0152759273356882,-0.0187684172876738,-0.00174003067284102,-0.0235943692356799,-0.0124886000774748,0.000445928650529016,-0.0110616137662302,-0.0191729227660474,0.110410641714488,-0.0505179888496371,-0.00389868823726214,-0.0291276994657003,-0.0264814419123766,-0.00944572133802249,-0.00166165918027249,0.00349516764772157,0.00224481779603715,-0.0042349726450314,0.638514094024293,-0.0670252957413522,-0.0359706436829132
"Aspiration__gamma",-0.399665451380353,-0.424915757983923,-0.0972302828758657,-0.0533102153152068,1,0.053416610182601,-0.221420623544561,0.5292411373365,0.0637737750386878,-0.0885947863112004,0.271581940852677,-0.24109730413808,0.660244273817499,0.274234188269807,-0.0916917584671454,-0.274967491860675,0.531773318702102,0.19624000683369,-0.0637627317915041,0.689073235930454,0.20408904874445,0.0948426856849487,0.314751159638298,0.028901454984554,-0.0583113123270162,0.140137301542257,-0.0651457044267433,0.0231810213206325,-0.099492666010363,0.136157780186289,-0.134545052169819,-0.178113878951083,0.0436723562668808,0.622275826009855,-0.0827271380594713,-0.0315640357407281,-0.0985325167987697,0.1017297531955,0.114690876639638,-0.227158007291835,-0.0780006978100008,0.595831170547107,0.127765194100863,-0.250739646092295,0.465894901200092,-0.300581703860434,0.318680767537157,-0.0275900454683404,-0.0635346477202328,0.701736652560663,-0.344162332146183,-0.235266581304856,-0.231201507200252,0.353690709119957,-0.351505225339212,-0.0614013296097674,0.649934036471326,0.240534617943183,0.253437283608451,0.469194893191193,0.244531453422112,0.184798067462429,-0.431614554886531,0.239182335249322,0.244531454738736,-0.262402795189446,-0.014922979553603,0.181913260440306,-0.24272783042885,0.356926750576731,0.149030678453763,-0.0175722682588541,0.0249808662676355,0.511936421242611,0.133889541070531,0.00920345588401049,0.0373430889987545,0.0529130605156902,-0.283090653091881,0.0628420913644696,0.057016769149786,-0.11547975123301,0.0833965483407564,-0.224733622681947,0.211355499304514,0.0525945970787899,-0.122590467285669,0.0546503741927276,-0.245015491430489,-0.306072883736161,0.705798422902084,-0.379422667153539,-0.306957493017052,0.701684289730085,0.331816249997305,-0.0476076007540905,0.570019899095319,0.133808462753845,-0.0451047724120154,0.528928561990539,0.14251823212487,-0.0805120030788505,0.647143833185224,0.235008499367913,0.0831219819738874,0.16680496080825,0.0611385959451125,-0.0738074614806169,0.109113109053351,-0.264438338038328,-0.129259533601167,-0.0448902691402005,0.591405847160703,0.0254559836913348,0.108393143831588,0.0628397331939337,-0.146017258330035,-0.116533227723286,0.656534041204222,0.341219727564964,0.213104708637666,0.074035128310775,-0.246988370183871,0.68522261289146,0.217193177990215,0.0887005591986199,0.113627214781054,0.117316553050061,-5.08338663972157e-05,-0.176822254463716,-0.034048823081381,0.0684073696818683,-0.148210847192979,0.0501714083447435,-0.30283931209546,0.672516870172632,-0.0439305105901389,0.282462134797368,-0.138896715940799,-0.584277611534736,0.0546895841810454,0.0758600761022705,-0.227517104206343,-0.0948324559426415,-0.0684832272797501,0.605239908364365,-0.12847556413366
"Below.mean.Semivariance__epsilon",-0.0172135914643959,-0.0163142329929555,-0.0505475773131481,-0.00159844716777413,0.053416610182601,1,-0.00835697181255837,-0.00739232734139504,0.999757623580491,-0.0253009814829774,0.0122109295841273,-0.0102328111691243,0.0431394481785943,0.0434467526928548,-0.00359476391518963,-0.0169876077158682,0.0591914099548574,0.0405163454704407,-0.00405263825238021,0.0291550285214157,0.0356453879031795,0.968782244552254,0.0319609285103795,0.467025080503154,-0.000884249553198113,-0.0115137696315029,-0.0117396931933967,0.023667979520588,-0.0261909905524325,-0.0209959744959623,-0.00965319182973207,-0.00874906744596432,-0.00222018473000771,0.0409724896475039,-0.0225913774970769,-0.0211826746942741,-0.0100418394048045,0.993291558378024,-0.0276350124233367,-0.0116902840360685,-0.00242581222970627,0.0428060434539208,-0.027875336692827,-0.0117493323213513,0.0372711765646078,-0.0347202621385977,0.0952368656845517,-0.00149688519139081,-0.00122069838995579,0.0549388525339429,-0.0164498813069971,-0.0530151029071,-0.0156332590907039,-0.0269152552056999,-0.0189193163852593,-0.00229542970053609,0.03963474517881,0.934233294073364,0.0618364666584082,0.0543149816996345,0.0963908214642075,0.123655006053323,-0.0293735845065552,0.0941891159793521,0.0963908242297971,-0.0308718542382248,-0.0319456031245713,-0.0034231698010136,-0.0332305700983188,0.420049118596751,0.0185193834582598,-0.00128753828710859,0.0284700802817075,0.0582773404006143,0.0720149314985796,-0.00787687630533233,-0.0246253919393256,0.999982612815518,-0.0261935549034241,-0.0437162986485357,0.999946386203805,-0.0162313959667444,0.456190122638297,-0.00867225711901516,-0.0287634815778844,0.999982197949485,-0.00730165985275008,0.99997215668196,-0.00876182075557564,-0.0131353732804774,0.0433594634476281,-0.0410004856977754,-0.0131543477185346,0.0454111573763225,0.0475442044875561,-0.00195337753965337,0.0308435030167498,0.0375154421004165,-0.00143977315961385,0.0244578282802708,0.0379922949956852,-0.00555898975920941,0.0418876571426876,0.0259707878901774,-0.0117030519291001,-0.0118977167844143,0.998698751503105,-0.0447449590843884,-0.0327355189441544,-0.0116996118315187,-0.01249969375779,-0.00143328985806945,0.0459051939448659,-0.0297408058023717,-0.0224681009484934,-0.00885528118145646,-0.00742341402533152,-0.00407385145213389,0.0376300223214614,0.831769376917819,0.0356296732503784,-0.00121246991635341,-0.014524533685916,0.0519487080100194,0.044974823988662,-0.0129879252413268,-0.0125964673625145,-0.015743575225474,0.0373114228425208,-0.020329729667781,-0.0107007585030801,-0.0129811888446166,-0.0238528778680783,-0.0163315118273898,-0.0131655087062767,0.0402858640532623,-0.00342232018927024,0.0441612816285673,0.0936660687868881,-0.0361780546595413,0.999472260000172,0.00195311547064324,0.000122351229282044,-0.00361833375636701,-0.00252093064842995,0.0302371934886014,-0.00576282646834833
"Below.mean.Semivariance__kappa",0.222435632176271,0.162715677429785,-0.0816036449029216,-0.00826828919079131,-0.221420623544561,-0.00835697181255837,1,-0.162101423307875,-0.0107710616693906,-0.144360646163506,-0.248526564221667,0.0774323416217187,-0.116645443602487,-0.206469390438846,0.200599864967495,0.0662770984408514,-0.111189570733273,-0.0636371029214699,0.173541110859964,-0.119973219595129,-0.340910855297516,-0.0204095876503084,0.0187438377595618,-0.0156194780306844,-0.487639797766362,0.0780409945042749,0.045756453093584,-0.0114953776754979,0.0895089381474134,0.148221886724196,-0.00301968932771746,-0.0125542963109634,-0.0125640094612769,-0.128862878719368,0.0598431726834143,0.0221033663507231,-0.000139763991895038,-0.0246729558093048,0.136505814265026,0.0915939695306292,-0.0134540637024325,-0.138279328753118,0.0169470960799696,0.158654994262272,-0.0833527273685394,0.260875724133901,-0.112272841326295,-0.0317651938019583,-0.00987765449951918,-0.221418431112656,0.277460782213714,0.189109363787295,0.200221122206291,-0.0553359166500615,0.0541350748455639,-0.011931297599804,-0.231884525989711,-0.0600153562185806,-0.145478792278056,-0.086301420913262,-0.0862727503528235,-0.192621525626551,-0.119577920718559,-0.14670725661271,-0.0862727503952423,-0.043564149054828,-0.220005148549441,-0.205282564454314,-0.0517231149552638,-0.166525223557376,0.0721930025684919,-0.0143193318477347,-0.00608570699279872,-0.178079813924867,-0.264827511579236,0.0970515242628842,0.023199816094384,-0.00814108914753559,0.158236410391632,0.0287239454800055,-0.00926647653723995,0.350208734723952,-0.0187787712952029,0.804740274432643,0.0761535272847313,-0.0080255902991953,0.53553095648987,-0.00878338527690455,0.823990173334152,0.238505007823287,-0.21919536054445,0.223977798756626,0.238108382899253,-0.227711624956468,-0.230285583092314,-0.010771014431535,-0.091215776223672,-0.322978146952547,-0.00797822484983914,-0.118636552784224,-0.239659754968388,-0.0317407682116262,-0.183809468786509,-0.247705840076985,-0.0591327093097629,-0.0531090324885027,-0.0103239182867576,-0.22746718141401,-0.165753838065202,0.031497397755651,0.211395956914608,-0.00689895490349801,-0.239328252580746,-0.0360463294095684,0.029378013790063,-0.034157405129056,0.00253708506274024,-0.0223391608841977,-0.177521346459161,-0.0879734292856249,-0.216772132925114,-0.0246864840348711,0.24334066934111,-0.20512686538985,-0.169305006946975,-0.0615274722177415,0.0132095870905763,0.0809457604877282,-0.00922025415673886,0.0109667585583747,0.0684516169208065,0.0556921702657703,0.0157722714064838,0.162300807770951,0.262104556499254,-0.18786449059739,0.150829100806917,-0.190377501322965,-0.00166429681615621,0.346839815579059,-0.00939861292248379,-0.544473952294659,0.0884324232578036,0.171380287393437,-0.0132867437037174,-0.192731865601492,0.156427113202206
"Certainty.Equivalence__epsilon",-0.0763764068565914,-0.0608225518565577,0.159833430198911,0.0359628816814103,0.5292411373365,-0.00739232734139504,-0.162101423307875,1,0.00470283795520427,-0.217551505471796,0.225936736466415,-0.116822098819943,0.485027375817751,-0.0359899196483863,-0.0647950069444782,-0.208914683738653,0.423227007856835,0.0218227705014469,-0.0120147478653822,0.526838020012393,0.101612403811888,-0.000479962330795746,0.429783061118227,-0.0127035112273856,0.0911542771545035,0.16456134368012,0.0098961435220806,0.0177992152243209,0.0850556636545999,0.177980584956895,-0.112019265120883,-0.0948683501008441,0.0258705407315449,0.490797913220028,0.0174280602642561,0.0115405902175107,0.00446065911897408,0.0578092246168778,0.16447113139427,-0.109894753893386,-0.0345333823602526,0.580644835147957,0.189956226295968,-0.117224467608739,0.486265534962675,-0.0693082927451592,0.217840360844864,-0.0201652088902182,0.00836706614126538,0.597846138844947,-0.162149397936896,-0.0415477492084763,-0.00796225524155373,0.502092238639756,-0.285625802593562,0.054948890508953,0.635670868055466,0.212565181590825,0.499405406134262,0.588693485766474,0.602506700742002,0.0901889097261873,-0.36414688642146,0.577366092620191,0.60250669990734,-0.355712077121806,-0.120253241739286,-0.00665046690642536,-0.332554353117366,0.24651139130569,0.116400137738848,0.0182135840368946,-0.00309391797094151,0.446721875875965,0.0157377613513153,-0.0504478961309633,0.259506026872001,-0.00733413902480302,-0.0282265635413049,0.266449504008096,-0.00309825075959497,-0.0200953577868477,0.0151049929280521,-0.173593402667318,0.1207065834611,-0.00778009396029805,-0.0523203668606036,-0.00586219225584399,-0.16874043084731,-0.15564706977663,0.601057051326523,-0.113648386245599,-0.160277827258285,0.602629740912103,0.0482856967233687,0.0306846901846898,0.576791292620352,0.106364579081889,-0.0309485671248273,0.556834396488662,0.0971008255152688,-0.0959909252247487,0.538876124763123,-0.0285943194302759,0.229982636308469,0.213908334263032,0.00381767761007299,-0.238849270031256,0.0425727792247808,-0.161362504788759,-0.0783753471402529,-0.0283050249752424,0.578015964931719,-0.00688244552718492,0.0979890504484774,0.127902020751854,0.00556529820399437,-0.0271799349010031,0.529291381832702,0.397228103250347,-0.0859492329656172,0.158754744387961,-0.159915389468595,0.558668709654302,-0.0169019455033711,0.159261160506024,0.182878871734095,0.119796427899985,-0.0172554096630837,-0.190914327819643,-0.0663801285819987,0.10088583843256,0.0471810146398009,0.0806024760005147,-0.15960939988297,0.565660706891118,-0.0620719269100772,0.0461137330708251,-0.0869224055477105,-0.418132225108502,-0.00659649922761912,0.0768161647778728,-0.194666132378689,-0.0740425808300083,0.0501062046352605,0.457018941338122,-0.0144512661624341
